Title,Description,Reference,Category,Applicability,Status,Verification,Author,Reviewer,Parent,Justification
RM-UI-0226 GET /p/<project_id>/members shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/members requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0226,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (show_project_members)
RM-UI-0227 POST /p/<project_id>/members route shall exist,The system shall expose the POST /p/<project_id>/members route. Acceptance: authorized requests to /p/<project_id>/members using HTTP POST do not return HTTP 404.,RM-UI-0227,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (add_project_member)
RM-UI-0228 POST /p/<project_id>/members shall require project membership,The system shall restrict POST /p/<project_id>/members to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0228,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (add_project_member); src/auth/guards.rs (ProjectAccess)
RM-UI-0229 POST /p/<project_id>/members shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/members requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0229,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (add_project_member)
RM-UI-0230 POST /p/<project_id>/members/<member_id>/remove route shall exist,The system shall expose the POST /p/<project_id>/members/<member_id>/remove route. Acceptance: authorized requests to /p/<project_id>/members/<member_id>/remove using HTTP POST do not return HTTP 404.,RM-UI-0230,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (remove_project_member)
RM-UI-0231 POST /p/<project_id>/members/<member_id>/remove shall require project membership,The system shall restrict POST /p/<project_id>/members/<member_id>/remove to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0231,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (remove_project_member); src/auth/guards.rs (ProjectAccess)
RM-UI-0232 POST /p/<project_id>/members/<member_id>/remove shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/members/<member_id>/remove requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0232,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (remove_project_member)
RM-UI-0233 GET /p/<project_id>/matrix route shall exist,The system shall expose the GET /p/<project_id>/matrix route. Acceptance: authorized requests to /p/<project_id>/matrix using HTTP GET do not return HTTP 404.,RM-UI-0233,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix)
RM-UI-0234 GET /p/<project_id>/matrix shall require project membership,The system shall restrict GET /p/<project_id>/matrix to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0234,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix); src/auth/guards.rs (ProjectAccess)
RM-UI-0235 GET /p/<project_id>/matrix shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/matrix requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0235,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix)
RM-UI-0236 GET /p/<project_id>/matrix.xls route shall exist,The system shall expose the GET /p/<project_id>/matrix.xls route. Acceptance: authorized requests to /p/<project_id>/matrix.xls using HTTP GET do not return HTTP 404.,RM-UI-0236,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix_xls)
RM-UI-0237 GET /p/<project_id>/matrix.xls shall require project membership,The system shall restrict GET /p/<project_id>/matrix.xls to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0237,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix_xls); src/auth/guards.rs (ProjectAccess)
RM-UI-0238 GET /p/<project_id>/matrix.xls shall return an Excel (.xls) file download,The system shall return an Excel (.xls) file download for successful GET /p/<project_id>/matrix.xls requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0238,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix_xls)
RM-UI-0239 GET /p/<project_id>/matrix.csv route shall exist,The system shall expose the GET /p/<project_id>/matrix.csv route. Acceptance: authorized requests to /p/<project_id>/matrix.csv using HTTP GET do not return HTTP 404.,RM-UI-0239,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix_csv)
RM-UI-0240 GET /p/<project_id>/matrix.csv shall require project membership,The system shall restrict GET /p/<project_id>/matrix.csv to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0240,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix_csv); src/auth/guards.rs (ProjectAccess)
RM-UI-0241 GET /p/<project_id>/matrix.csv shall return a CSV (text/csv) file download,The system shall return a CSV (text/csv) file download for successful GET /p/<project_id>/matrix.csv requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0241,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/matrix.rs (get_matrix_csv)
RM-UI-0242 GET /p/<project_id>/reports route shall exist,The system shall expose the GET /p/<project_id>/reports route. Acceptance: authorized requests to /p/<project_id>/reports using HTTP GET do not return HTTP 404.,RM-UI-0242,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/reports.rs (show_reports)
RM-UI-0243 GET /p/<project_id>/reports shall require project membership,The system shall restrict GET /p/<project_id>/reports to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0243,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/reports.rs (show_reports); src/auth/guards.rs (ProjectAccess)
RM-UI-0244 GET /p/<project_id>/reports shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/reports requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0244,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/reports.rs (show_reports)
RM-UI-0245 GET /p/<project_id>/reports/pdf route shall exist,The system shall expose the GET /p/<project_id>/reports/pdf route. Acceptance: authorized requests to /p/<project_id>/reports/pdf using HTTP GET do not return HTTP 404.,RM-UI-0245,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/reports.rs (generate_pdf_report)
RM-UI-0246 GET /p/<project_id>/reports/pdf shall require project membership,The system shall restrict GET /p/<project_id>/reports/pdf to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0246,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/reports.rs (generate_pdf_report); src/auth/guards.rs (ProjectAccess)
RM-UI-0247 GET /p/<project_id>/reports/pdf shall return a PDF (application/pdf) response or an HTML fallback,The system shall return a PDF (application/pdf) response or an HTML fallback for successful GET /p/<project_id>/reports/pdf requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0247,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/reports.rs (generate_pdf_report)
RM-DOC-0001 CI shall run the Rust build on pull requests,The repository shall define a CI workflow that builds the Rust project on pull requests. Acceptance: the workflow contains steps to run cargo build or equivalent.,RM-DOC-0001,Documentation,All Users,Draft,Code Review,System Administrator,Alice Johnson,RM-SYS-0001 Marreq shall provide requirements and test management,Trace: .github/workflows/marreq-ci.yml
RM-DOC-0002 Repository shall document quick-start and export/import usage,The repository shall provide documentation describing how to start Marreq and how to export/import data. Acceptance: README includes sections for quick start and import/export.,RM-DOC-0002,Documentation,All Users,Draft,Code Review,System Administrator,Alice Johnson,RM-SYS-0001 Marreq shall provide requirements and test management,Trace: README.md
